ID,betingelse,item,svar,svartid,maksimalafvigelser
71,6,27,0,5.58,0.27221
71,6,31,1,6.70,1.06567
71,7,20,0,5.19,0.41495
71,7,24,0,6.33,1.12158
71,7,28,0,2.70,0.82293
71,7,32,1,5.06,0.43443
71,8,18,0,3.24,-0.30897
71,8,22,1,1.95,0.41156
71,8,26,1,4.05,1.14506
71,8,30,0,2.56,0.13195
72,1,2,1,2.58,-0.25814
72,1,6,1,2.36,0.34770
72,1,10,1,4.55,0.40804
72,1,14,1,1.74,-0.20293
72,2,4,0,2.19,-0.19313
72,2,8,0,3.13,0.18842
72,2,12,0,3.00,1.02163
72,2,16,0,2.22,0.53055
72,3,1,0,2.16,-0.17658
72,3,5,0,2.79,0.25283
72,3,9,0,3.79,1.19342
72,3,13,1,2.98,0.06545
72,4,3,1,2.73,0.42559
72,4,7,0,3.02,0.22707
72,4,11,0,2.00,0.33477
72,4,15,1,2.24,0.09057
72,5,18,0,1.85,0.22062
72,5,22,1,1.82,0.22738
72,5,26,0,3.88,1.14315
72,5,30,0,2.28,-0.12449
72,6,20,1,3.40,0.22529
72,6,24,0,1.57,-0.08558
72,6,28,1,1.95,0.61705
72,6,32,1,1.78,-0.23312
72,7,17,0,2.12,-0.19158
72,7,21,0,4.92,0.97631
72,7,25,1,4.41,0.29730
72,7,29,0,3.38,0.20634
72,8,19,0,3.33,0.29070
72,8,23,0,4.00,0.78492
72,8,27,0,1.98,0.21604
72,8,31,0,3.35,0.22000
73,1,3,1,5.38,0.94793
73,1,7,1,5.67,1.06803
73,1,11,1,4.88,0.47753
73,1,15,1,3.80,1.06471
73,2,1,0,2.06,0.48205
73,2,5,0,5.02,0.34146
73,2,9,0,3.16,0.81754
73,2,13,0,1.42,0.15644
73,3,2,1,1.42,-0.11366
73,3,6,1,3.62,0.37671
73,3,10,1,1.70,0.53955
73,3,14,1,1.41,0.52467
73,4,4,1,1.42,0.36493
73,4,8,0,4.71,0.74669
73,4,12,1,3.96,0.12517
73,4,16,0,1.94,0.48986
73,5,19,0,2.05,0.53636
73,5,23,1,4.81,0.99694
73,5,27,0,1.46,0.20666
73,5,31,0,2.22,0.39053
73,6,17,1,3.92,-0.34350
73,6,21,1,2.50,-0.18723
73,6,25,1,1.44,0.53415
73,6,29,1,5.03,0.45257
73,7,18,0,5.51,-0.40734
73,7,22,1,4.32,0.27466
73,7,26,1,1.70,0.79098
73,7,30,0,5.34,1.07386
73,8,20,0,1.40,-0.15901
73,8,24,0,1.89,0.42395
73,8,28,0,2.08,-0.38830
73,8,32,1,3.42,-0.20681
74,1,4,1,3.45,1.02166
74,1,8,0,3.85,-0.06441
74,1,12,1,2.73,-0.06679
74,1,16,1,2.81,0.86677
74,2,2,1,3.56,0.89677
74,2,6,1,2.81,-0.14737
74,2,10,1,2.47,0.17230
74,2,14,0,2.25,0.09760
74,3,3,1,2.64,0.34155
74,3,7,1,2.36,0.17471
74,3,11,1,3.63,0.36429
74,3,15,0,3.17,-0.13948
74,4,1,0,2.45,-0.08900
74,4,5,1,2.43,0.15113
74,4,9,0,2.42,-0.18101
74,4,13,1,2.45,0.26187
74,5,20,0,4.19,0.28240
74,5,24,0,3.07,-0.05379
74,5,28,1,2.44,0.07772
74,5,32,0,2.47,-0.12865
74,6,18,1,3.28,0.07666
74,6,22,1,2.51,0.89947
74,6,26,1,1.74,0.10087
74,6,30,1,2.26,-0.06092
74,7,19,1,3.20,-0.15591
74,7,23,0,1.91,-0.08138
74,7,27,1,3.29,0.93071
74,7,31,0,2.06,0.58297
74,8,17,0,2.64,0.90653
74,8,21,1,1.98,0.65386
74,8,25,1,4.45,1.07779
74,8,29,0,3.32,0.08624
81,1,1,1,2.01,0.47191
81,1,5,0,1.86,0.10745
81,1,9,0,5.10,0.46214
81,1,13,1,4.16,1.00770
81,2,3,1,1.88,0.04287
81,2,7,0,4.63,0.20060
81,2,11,1,3.23,0.31828
81,2,15,1,2.88,0.07922
81,3,4,1,5.24,0.41625
81,3,8,0,5.74,0.43868
81,3,12,0,2.18,-0.17365
81,3,16,1,2.22,0.20137
81,4,2,0,1.84,0.18524
81,4,6,0,3.77,-0.10425
81,4,10,0,2.04,0.16667
81,4,14,1,1.98,0.64955
81,5,17,1,1.89,0.07005
81,5,21,0,4.46,0.30950
81,5,25,0,3.84,0.36558
81,5,29,0,4.46,0.82857
81,6,19,1,4.88,0.31216
81,6,23,0,3.12,0.17037
81,6,27,0,1.78,0.14468
81,6,31,1,5.10,0.38552
81,7,20,0,2.74,0.25046
81,7,24,1,4.44,1.04193
81,7,28,1,1.96,0.07377
81,7,32,1,2.29,0.32492
81,8,18,0,2.54,-0.12156
81,8,22,1,1.92,0.27406
81,8,26,1,3.26,0.27540
81,8,30,1,3.21,0.26659
82,1,2,1,1.96,0.02387
82,1,6,1,1.84,0.31962
82,1,10,1,6.00,0.38178
82,1,14,1,3.31,0.38578
82,2,4,1,1.77,-0.09509
82,2,8,0,2.52,0.50205
82,2,12,0,3.36,0.02127
82,2,16,1,6.15,0.83405
82,3,1,1,2.18,0.41326
82,3,5,1,4.86,-0.07876
82,3,9,1,1.84,-0.05075
82,3,13,1,2.22,0.27655
82,4,7,0,3.02,0.73377
82,4,11,0,2.08,0.07839
82,4,3,0,na,na
82,4,15,0,1.84,0.87500
82,5,18,0,2.18,0.36056
82,5,22,0,1.81,0.22266
82,5,26,0,2.14,-0.04967
82,5,30,1,6.76,0.94597
82,6,20,1,3.98,0.06954
82,6,24,0,4.22,0.20022
82,6,28,1,2.24,0.65598
82,6,32,1,1.84,-0.04233
82,7,17,0,7.70,0.06900
82,7,21,0,2.58,0.74218
82,7,25,0,3.18,0.67545
82,7,29,1,1.77,0.24701
82,8,19,1,8.97,0.84847
82,8,23,0,2.17,0.31541
82,8,27,0,1.72,-0.19027
82,8,31,0,2.12,0.31877
83,1,3,1,1.41,-0.62557
83,1,7,1,3.26,0.73112
83,1,11,1,3.16,0.15456
83,1,15,1,4.30,0.14222
83,2,1,1,1.72,0.62455
83,2,5,1,3.14,0.05016
83,2,9,0,1.90,-0.12429
83,2,13,1,1.78,0.03087
83,3,2,1,4.46,-0.04589
83,3,6,1,2.67,0.52439
83,3,10,1,2.08,-0.08541
83,3,14,1,7.90,0.25601
83,4,4,1,6.52,-0.16717
83,4,8,1,4.20,-0.10507
83,4,12,1,3.58,0.31213
83,4,16,1,4.00,0.04082
83,5,19,1,3.18,-0.07314
83,5,23,0,4.94,1.09258
83,5,27,0,2.78,0.11699
83,5,31,0,2.12,-0.05397
83,6,17,1,2.73,0.33214
83,6,21,1,1.80,0.05062
83,6,25,1,3.14,-0.02020
83,6,29,0,2.80,0.75993
83,7,18,1,4.66,-0.08829
83,7,22,0,2.96,-0.16440
83,7,26,0,na,na
83,7,30,0,4.06,0.37901
83,8,20,0,1.54,0.22692
83,8,24,1,3.14,0.13300
83,8,28,0,4.28,0.89941
83,8,32,0,1.94,0.07677
11,Filler_1,33,0,1.88,-0.09829
12,Filler_1,33,1,1.59,-0.21496
13,Filler_1,33,1,2.02,0.07639
14,Filler_1,33,1,1.68,0.62121
21,Filler_1,33,1,2.28,0.24453
22,Filler_1,33,1,1.70,0.88610
23,Filler_1,33,1,3.80,1.03386
24,Filler_1,33,1,2.61,0.72033
31,Filler_1,33,1,3.52,0.14029
32,Filler_1,33,1,2.15,0.99147
33,Filler_1,33,0,4.81,0.64508
34,Filler_1,33,1,1.47,-0.24622
41,Filler_1,33,0,5.23,0.20710
42,Filler_1,33,1,5.17,1.12165
43,Filler_1,33,0,1.76,-0.06886
44,Filler_1,33,1,2.45,0.90082
51,Filler_1,33,0,4.41,1.02844
52,Filler_1,33,0,2.01,0.19827
53,Filler_1,33,0,3.34,-0.03637
54,Filler_1,33,0,5.19,1.04307
61,Filler_1,33,1,2.13,0.99096
62,Filler_1,33,0,1.64,0.01460
63,Filler_1,33,0,6.31,0.97364
64,Filler_1,33,0,3.29,-0.02779
71,Filler_1,33,1,4.42,1.16580
72,Filler_1,33,1,2.25,0.16561
73,Filler_1,33,1,1.56,0.42823
74,Filler_1,33,0,1.61,0.07097
81,Filler_1,33,1,1.84,0.46242
82,Filler_1,33,1,2.05,0.17818
83,Filler_1,33,1,5.07,1.00659
11,Filler_1,34,0,3.19,0.17204
12,Filler_1,34,0,1.83,-0.07264
13,Filler_1,34,1,2.34,0.92331
14,Filler_1,34,1,1.89,0.36795
21,Filler_1,34,1,2.23,0.28100
22,Filler_1,34,1,2.25,0.38759
23,Filler_1,34,1,2.23,-0.38267
24,Filler_1,34,0,3.15,0.20804
31,Filler_1,34,1,3.23,1.07364
32,Filler_1,34,1,2.31,0.96331
33,Filler_1,34,0,4.75,1.20087
34,Filler_1,34,1,3.48,1.17841
41,Filler_1,34,1,4.20,0.35281
42,Filler_1,34,1,1.71,0.06251
43,Filler_1,34,1,2.43,0.59883
44,Filler_1,34,1,3.79,1.02964
51,Filler_1,34,1,2.03,0.30681
52,Filler_1,34,1,2.25,0.25875
53,Filler_1,34,1,1.52,0.11374
54,Filler_1,34,0,8.78,-0.07313
61,Filler_1,34,0,3.15,-0.05382
62,Filler_1,34,0,3.70,1.25022
63,Filler_1,34,1,4.75,0.76185
64,Filler_1,34,1,3.10,0.16314
71,Filler_1,34,1,3.51,0.66951
72,Filler_1,34,0,4.16,1.15040
73,Filler_1,34,1,6.64,0.92000
74,Filler_1,34,0,2.35,-0.18398
81,Filler_1,34,1,4.75,0.13512
82,Filler_1,34,1,4.94,0.33914
83,Filler_1,34,1,5.68,0.57298
11,Filler_1,35,0,3.74,0.76649
12,Filler_1,35,1,1.71,-0.07000
13,Filler_1,35,1,3.18,1.01491
14,Filler_1,35,1,1.56,-0.03048
21,Filler_1,35,0,2.34,0.47010
22,Filler_1,35,1,5.67,0.75431
23,Filler_1,35,0,2.87,0.21483
24,Filler_1,35,0,2.33,0.52020
31,Filler_1,35,1,5.51,1.07494
32,Filler_1,35,1,1.49,0.59527
33,Filler_1,35,1,3.10,0.12832
34,Filler_1,35,0,2.09,0.94165
41,Filler_1,35,1,4.17,0.88063
42,Filler_1,35,1,1.47,-0.21501
43,Filler_1,35,1,3.18,0.42356
44,Filler_1,35,0,1.70,0.32880
51,Filler_1,35,1,3.92,-0.08730
52,Filler_1,35,0,1.76,0.14149
53,Filler_1,35,1,3.17,-0.23792
54,Filler_1,35,0,4.83,0.98403
61,Filler_1,35,1,2.53,1.09893
62,Filler_1,35,0,1.84,0.08025
63,Filler_1,35,1,2.10,0.09365
64,Filler_1,35,1,2.45,0.34088
71,Filler_1,35,1,1.80,-0.10848
72,Filler_1,35,1,4.34,1.17609
73,Filler_1,35,1,1.65,1.01062
74,Filler_1,35,0,2.72,0.03062
81,Filler_1,35,1,2.12,0.09626
82,Filler_1,35,1,1.68,0.06372
83,Filler_1,35,1,1.30,0.33367
11,Filler_1,36,1,3.74,-0.11675
12,Filler_1,36,1,2.04,0.09444
13,Filler_1,36,0,3.22,0.28620
14,Filler_1,36,1,3.12,1.05255
21,Filler_1,36,1,2.38,1.09456
22,Filler_1,36,1,3.32,0.23234
23,Filler_1,36,1,3.34,0.81020
24,Filler_1,36,1,1.89,0.06430
31,Filler_1,36,1,1.87,0.33670
32,Filler_1,36,1,1.49,0.60695
33,Filler_1,36,1,3.22,0.06221
34,Filler_1,36,1,1.90,0.56287
41,Filler_1,36,1,1.80,0.05303
42,Filler_1,36,1,1.45,-0.06251
43,Filler_1,36,1,1.83,0.57273
44,Filler_1,36,1,2.83,0.13097
51,Filler_1,36,1,2.24,0.14413
52,Filler_1,36,1,3.37,1.12922
53,Filler_1,36,1,1.91,1.16314
54,Filler_1,36,1,2.85,-0.10541
61,Filler_1,36,1,1.71,0.47473
62,Filler_1,36,1,2.12,-0.02248
63,Filler_1,36,1,3.29,0.45370
64,Filler_1,36,1,2.11,0.02889
71,Filler_1,36,1,1.78,0.19508
72,Filler_1,36,1,1.94,0.26682
73,Filler_1,36,1,1.20,0.33076
74,Filler_1,36,1,2.51,-0.03648
81,Filler_1,36,1,1.94,0.83163
82,Filler_1,36,1,1.91,0.07550
83,Filler_1,36,0,2.56,0.65940
11,Filler_1,37,0,1.78,0.79171
12,Filler_1,37,1,1.87,0.12198
13,Filler_1,37,1,2.44,0.24084
14,Filler_1,37,1,3.09,0.14640
21,Filler_1,37,1,2.12,-0.30135
22,Filler_1,37,1,2.35,0.06544
23,Filler_1,37,1,2.45,0.80841
24,Filler_1,37,1,1.80,0.51032
31,Filler_1,37,0,6.18,0.92621
32,Filler_1,37,1,1.77,0.80900
33,Filler_1,37,1,2.80,0.23282
34,Filler_1,37,1,2.40,0.37111
41,Filler_1,37,1,2.33,0.17926
42,Filler_1,37,1,1.81,1.07435
43,Filler_1,37,1,1.66,-0.27878
44,Filler_1,37,1,3.33,1.08564
51,Filler_1,37,0,2.85,0.13531
52,Filler_1,37,0,2.23,0.90711
53,Filler_1,37,1,1.65,0.87471
54,Filler_1,37,1,4.87,-0.05743
61,Filler_1,37,1,2.05,0.33701
62,Filler_1,37,1,2.04,0.14718
63,Filler_1,37,1,4.68,1.09258
64,Filler_1,37,0,3.70,0.08698
71,Filler_1,37,1,2.00,0.29529
72,Filler_1,37,1,1.87,-0.24235
73,Filler_1,37,1,1.52,0.86867
74,Filler_1,37,1,2.20,0.09804
81,Filler_1,37,1,4.94,1.00890
82,Filler_1,37,1,1.74,-0.09749
83,Filler_1,37,1,4.30,0.21258
11,Filler_1,38,0,4.84,-0.05028
12,Filler_1,38,1,2.68,0.12072
13,Filler_1,38,1,2.40,0.48746
14,Filler_1,38,1,2.15,1.11087
21,Filler_1,38,1,2.70,0.20658
22,Filler_1,38,1,3.23,0.55310
23,Filler_1,38,1,2.69,0.37376
24,Filler_1,38,1,2.26,0.27614
31,Filler_1,38,1,1.65,0.40554
32,Filler_1,38,1,2.16,1.15786
33,Filler_1,38,0,1.68,0.03998
34,Filler_1,38,1,1.85,-0.49420
41,Filler_1,38,1,1.94,0.36371
42,Filler_1,38,1,1.35,0.05051
43,Filler_1,38,1,1.85,0.47028
44,Filler_1,38,0,2.71,1.15750
51,Filler_1,38,1,4.43,0.13043
52,Filler_1,38,1,2.64,1.03516
53,Filler_1,38,1,4.20,0.40276
54,Filler_1,38,0,2.85,0.13531
61,Filler_1,38,0,5.29,1.26477
62,Filler_1,38,1,3.17,-0.23884
63,Filler_1,38,1,4.50,0.72951
64,Filler_1,38,0,3.11,0.14177
71,Filler_1,38,0,1.94,-0.08674
72,Filler_1,38,1,1.92,0.23629
73,Filler_1,38,1,3.09,0.64799
74,Filler_1,38,1,2.59,0.85377
81,Filler_1,38,0,2.12,0.95680
82,Filler_1,38,0,3.06,0.07790
83,Filler_1,38,0,1.60,0.16323
11,Filler_1,39,0,4.10,0.86383
12,Filler_1,39,1,2.09,0.26094
13,Filler_1,39,0,2.30,1.13391
14,Filler_1,39,1,1.56,-0.09709
21,Filler_1,39,1,2.62,1.25564
22,Filler_1,39,1,2.55,0.86135
23,Filler_1,39,1,1.69,0.38579
24,Filler_1,39,1,1.89,0.94169
31,Filler_1,39,0,2.25,0.96783
32,Filler_1,39,1,2.60,0.27728
33,Filler_1,39,1,6.43,0.19335
34,Filler_1,39,1,3.97,1.37291
41,Filler_1,39,1,3.25,0.27008
42,Filler_1,39,1,1.82,-0.06487
43,Filler_1,39,1,1.72,0.12856
44,Filler_1,39,1,3.75,1.17838
51,Filler_1,39,1,2.17,0.95732
52,Filler_1,39,1,1.79,0.37272
53,Filler_1,39,1,2.04,0.77775
54,Filler_1,39,1,2.03,0.05577
61,Filler_1,39,0,2.27,1.15018
62,Filler_1,39,0,3.00,-0.02574
63,Filler_1,39,1,3.64,1.21793
64,Filler_1,39,0,2.80,1.95518
71,Filler_1,39,0,1.88,0.03645
72,Filler_1,39,0,3.95,0.14676
73,Filler_1,39,1,1.34,0.05576
74,Filler_1,39,1,1.49,0.03509
81,Filler_1,39,0,2.26,1.05814
82,Filler_1,39,1,1.76,0.06136
83,Filler_1,39,1,2.76,0.28173
11,Filler_1,40,0,3.54,0.91460
12,Filler_1,40,1,2.27,0.10755
13,Filler_1,40,1,3.17,0.53356
14,Filler_1,40,1,1.91,1.11516
21,Filler_1,40,1,1.68,0.35581
22,Filler_1,40,1,2.22,0.85721
23,Filler_1,40,1,3.79,1.00848
24,Filler_1,40,1,2.41,0.07393
31,Filler_1,40,1,1.76,1.03566
32,Filler_1,40,1,1.72,0.94552
33,Filler_1,40,1,1.83,0.45631
34,Filler_1,40,1,2.64,-0.17991
41,Filler_1,40,1,2.86,0.07910
42,Filler_1,40,1,2.03,-0.10958
43,Filler_1,40,1,1.96,0.74397
44,Filler_1,40,0,3.31,0.22576
51,Filler_1,40,1,5.85,0.12958
52,Filler_1,40,0,1.59,0.08819
53,Filler_1,40,1,1.96,1.04995
54,Filler_1,40,1,2.17,0.95732
61,Filler_1,40,1,1.92,0.21070
62,Filler_1,40,1,2.30,0.04394
63,Filler_1,40,1,3.41,0.90493
64,Filler_1,40,1,1.70,0.23781
71,Filler_1,40,0,3.64,0.68506
72,Filler_1,40,0,3.45,1.12269
73,Filler_1,40,1,3.95,0.57379
74,Filler_1,40,0,4.30,0.92132
81,Filler_1,40,0,2.82,0.29890
82,Filler_1,40,1,1.75,-0.03069
83,Filler_1,40,0,3.09,0.32237
11,Filler_1,41,1,3.88,0.93080
12,Filler_1,41,1,1.95,0.13657
13,Filler_1,41,1,2.96,0.10722
14,Filler_1,41,0,3.54,0.08227
21,Filler_1,41,1,2.42,-0.23379
22,Filler_1,41,1,2.92,0.92026
23,Filler_1,41,1,1.62,0.44319
24,Filler_1,41,1,3.35,1.27264
31,Filler_1,41,1,1.84,0.69940
32,Filler_1,41,1,1.55,0.38695
33,Filler_1,41,1,4.62,0.09584
34,Filler_1,41,0,3.48,1.14674
41,Filler_1,41,1,1.72,0.27891
42,Filler_1,41,1,1.53,0.13612
43,Filler_1,41,1,1.74,0.46372
44,Filler_1,41,0,2.34,1.07068
51,Filler_1,41,1,2.51,0.25109
52,Filler_1,41,0,1.65,0.37493
53,Filler_1,41,1,5.34,-0.02533
54,Filler_1,41,1,3.35,-0.07246
61,Filler_1,41,0,2.01,0.98047
62,Filler_1,41,0,2.34,1.10986
63,Filler_1,41,1,4.69,0.55111
64,Filler_1,41,1,1.97,0.05980
71,Filler_1,41,0,2.38,0.23225
72,Filler_1,41,0,2.40,0.28111
73,Filler_1,41,0,9.24,0.53859
74,Filler_1,41,1,2.09,-0.09569
81,Filler_1,41,0,3.82,0.48907
82,Filler_1,41,1,1.48,-0.10296
83,Filler_1,41,1,2.40,0.20341
11,Filler_1,42,1,3.48,-0.12008
12,Filler_1,42,0,1.76,0.02793
13,Filler_1,42,0,2.11,0.21571
14,Filler_1,42,0,3.59,0.91407
21,Filler_1,42,0,2.81,0.11331
22,Filler_1,42,0,2.92,1.16396
23,Filler_1,42,0,1.90,0.89705
24,Filler_1,42,0,2.48,0.88453
31,Filler_1,42,0,1.75,1.15572
32,Filler_1,42,1,2.70,0.06777
33,Filler_1,42,0,2.14,0.07548
34,Filler_1,42,0,5.03,0.80255
41,Filler_1,42,0,2.38,0.54341
42,Filler_1,42,0,1.68,0.08442
43,Filler_1,42,0,2.50,0.26849
44,Filler_1,42,0,2.39,0.31180
51,Filler_1,42,1,2.09,-0.10958
52,Filler_1,42,0,2.31,1.05815
53,Filler_1,42,0,1.61,-0.08228
54,Filler_1,42,0,3.45,0.99441
61,Filler_1,42,0,1.67,-0.12584
62,Filler_1,42,0,2.02,0.69073
63,Filler_1,42,0,2.01,1.07362
64,Filler_1,42,0,3.10,0.12980
71,Filler_1,42,0,2.08,0.50843
72,Filler_1,42,0,2.92,0.24225
73,Filler_1,42,0,1.58,0.10221
74,Filler_1,42,0,1.70,-0.11445
81,Filler_1,42,0,3.25,0.13261
82,Filler_1,42,0,2.23,0.61307
83,Filler_1,42,0,1.89,0.09603
11,Filler_1,43,1,4.28,0.93746
12,Filler_1,43,1,2.25,0.13645
13,Filler_1,43,0,2.46,0.18699
14,Filler_1,43,1,3.54,0.07710
21,Filler_1,43,1,2.22,0.60746
22,Filler_1,43,0,3.44,0.34286
23,Filler_1,43,1,1.85,0.94808
24,Filler_1,43,1,1.53,0.70301
31,Filler_1,43,1,2.03,-0.11492
32,Filler_1,43,1,1.31,-0.19426
33,Filler_1,43,1,3.59,0.09828
34,Filler_1,43,1,3.13,0.87350
41,Filler_1,43,1,2.27,-0.18854
42,Filler_1,43,1,2.27,0.11213
43,Filler_1,43,1,1.60,0.38962
44,Filler_1,43,1,2.96,1.26011
51,Filler_1,43,1,2.67,0.10190
52,Filler_1,43,1,3.44,1.09919
53,Filler_1,43,1,1.53,0.10725
54,Filler_1,43,1,2.09,-0.10958
61,Filler_1,43,0,2.67,0.85206
62,Filler_1,43,1,2.70,-0.12584
63,Filler_1,43,1,2.36,0.07592
64,Filler_1,43,1,3.42,0.10595
71,Filler_1,43,0,2.14,0.17653
72,Filler_1,43,1,2.76,0.26216
73,Filler_1,43,1,1.46,0.17254
74,Filler_1,43,0,1.93,0.77516
81,Filler_1,43,1,4.77,1.18298
82,Filler_1,43,1,4.64,0.88381
83,Filler_1,43,1,3.44,-0.23513
11,Filler_1,44,1,3.44,-0.20862
12,Filler_1,44,1,1.63,0.02279
13,Filler_1,44,1,2.57,0.54398
14,Filler_1,44,1,1.41,0.19721
21,Filler_1,44,1,2.67,0.31818
22,Filler_1,44,1,1.78,0.16650
23,Filler_1,44,1,5.27,0.64486
24,Filler_1,44,1,1.95,0.18710
31,Filler_1,44,1,3.67,0.80360
32,Filler_1,44,1,1.35,0.63199
33,Filler_1,44,1,4.71,0.09811
34,Filler_1,44,1,2.42,-0.14103
41,Filler_1,44,1,3.90,0.28410
42,Filler_1,44,1,1.48,-0.08596
43,Filler_1,44,1,1.77,0.49892
44,Filler_1,44,1,2.25,0.36231
51,Filler_1,44,1,2.45,0.15531
52,Filler_1,44,0,1.79,0.27521
53,Filler_1,44,1,1.92,0.07443
54,Filler_1,44,1,4.05,0.14758
61,Filler_1,44,0,2.75,1.12273
62,Filler_1,44,1,1.60,0.05105
63,Filler_1,44,1,4.38,0.86165
64,Filler_1,44,0,2.78,-0.01825
71,Filler_1,44,0,2.18,0.04866
72,Filler_1,44,1,4.14,1.20079
73,Filler_1,44,1,1.56,0.34053
74,Filler_1,44,1,2.38,0.81551
81,Filler_1,44,0,4.83,0.85793
82,Filler_1,44,1,1.88,-0.08436
83,Filler_1,44,1,9.02,0.98410
11,Filler_2,45,1,1.80,0.10077
12,Filler_2,45,1,1.59,0.18650
13,Filler_2,45,1,1.84,0.19854
14,Filler_2,45,1,3.52,0.99607
21,Filler_2,45,1,2.96,0.42666
22,Filler_2,45,1,4.62,0.77790
23,Filler_2,45,1,2.85,0.35821
24,Filler_2,45,1,1.99,0.18628
31,Filler_2,45,1,2.45,1.05180
32,Filler_2,45,1,1.88,0.09652
33,Filler_2,45,1,3.23,0.22660
34,Filler_2,45,1,1.73,-0.44024
41,Filler_2,45,1,1.90,0.90869
42,Filler_2,45,1,1.91,0.92967
43,Filler_2,45,1,1.73,0.23767
44,Filler_2,45,1,3.33,1.00565
51,Filler_2,45,0,5.19,1.04307
52,Filler_2,45,1,4.27,1.16178
53,Filler_2,45,1,1.01,0.12688
54,Filler_2,45,1,6.35,0.13850
61,Filler_2,45,1,2.95,0.97578
62,Filler_2,45,0,2.57,-0.06557
63,Filler_2,45,1,1.90,0.31024
64,Filler_2,45,1,1.72,-0.02172
71,Filler_2,45,0,2.79,0.59792
72,Filler_2,45,1,2.05,-0.10363
73,Filler_2,45,1,3.46,0.80443
74,Filler_2,45,1,1.32,-0.14697
81,Filler_2,45,0,3.46,0.13770
82,Filler_2,45,1,1.84,-0.08451
83,Filler_2,45,0,1.60,-0.06739
11,Filler_2,46,1,2.54,0.14533
12,Filler_2,46,1,1.76,-0.07618
13,Filler_2,46,1,3.32,1.01996
14,Filler_2,46,1,3.79,1.04829
21,Filler_2,46,1,2.50,0.31961
22,Filler_2,46,1,2.53,0.87005
23,Filler_2,46,1,3.47,0.54994
24,Filler_2,46,1,1.81,1.17003
31,Filler_2,46,1,2.08,1.09480
32,Filler_2,46,0,3.53,1.05145
33,Filler_2,46,1,6.81,0.92314
34,Filler_2,46,1,2.59,0.92818
41,Filler_2,46,1,1.90,0.68818
42,Filler_2,46,1,1.74,0.07342
43,Filler_2,46,1,1.76,0.11132
44,Filler_2,46,1,4.03,0.17179
51,Filler_2,46,1,6.35,0.13850
52,Filler_2,46,1,3.17,-0.14213
53,Filler_2,46,0,4.76,0.09035
54,Filler_2,46,1,3.83,0.13182
61,Filler_2,46,0,1.84,-0.07597
62,Filler_2,46,1,1.95,-0.15185
63,Filler_2,46,1,5.18,0.82949
64,Filler_2,46,1,2.72,0.15812
71,Filler_2,46,0,2.00,0.34019
72,Filler_2,46,1,2.07,-0.11615
73,Filler_2,46,1,1.88,0.46781
74,Filler_2,46,0,3.66,-0.12175
81,Filler_2,46,0,2.84,-0.04463
82,Filler_2,46,1,2.21,0.19539
83,Filler_2,46,1,3.36,-0.10954
11,Filler_2,47,1,2.04,-0.11530
12,Filler_2,47,1,2.42,0.16353
13,Filler_2,47,0,2.48,0.07556
14,Filler_2,47,1,1.96,-0.07641
21,Filler_2,47,1,1.82,-0.24080
22,Filler_2,47,1,3.86,1.02949
23,Filler_2,47,1,4.43,0.48571
24,Filler_2,47,1,2.07,-0.03432
31,Filler_2,47,1,2.75,1.01996
32,Filler_2,47,1,2.51,0.88787
33,Filler_2,47,0,9.01,0.31113
34,Filler_2,47,1,3.44,1.16576
41,Filler_2,47,1,5.25,0.97961
42,Filler_2,47,1,3.02,-0.07203
43,Filler_2,47,1,3.70,1.21657
44,Filler_2,47,0,4.08,1.03315
51,Filler_2,47,1,2.13,0.11686
52,Filler_2,47,1,2.28,-0.06865
53,Filler_2,47,1,4.23,0.06805
54,Filler_2,47,0,6.52,0.95295
61,Filler_2,47,1,2.21,-0.45692
62,Filler_2,47,0,2.02,-0.20001
63,Filler_2,47,1,4.01,0.48246
64,Filler_2,47,1,2.42,0.12617
71,Filler_2,47,1,2.58,-0.36624
72,Filler_2,47,0,1.52,0.08818
73,Filler_2,47,1,1.61,0.02259
74,Filler_2,47,0,2.83,-0.10962
81,Filler_2,47,1,2.90,-0.14641
82,Filler_2,47,1,1.82,-0.08513
83,Filler_2,47,0,2.12,-0.19358
11,Filler_2,48,1,2.20,0.03598
12,Filler_2,48,1,2.07,-0.06661
13,Filler_2,48,1,2.28,0.37995
14,Filler_2,48,1,2.83,0.53569
21,Filler_2,48,1,2.31,0.64111
22,Filler_2,48,0,3.37,0.97313
23,Filler_2,48,1,3.45,0.31176
24,Filler_2,48,1,3.34,1.03414
31,Filler_2,48,1,1.27,0.44453
32,Filler_2,48,1,1.52,0.27533
33,Filler_2,48,1,4.04,0.09319
34,Filler_2,48,1,1.75,-0.48495
41,Filler_2,48,1,2.56,0.87760
42,Filler_2,48,1,2.67,1.22166
43,Filler_2,48,1,3.69,1.20699
44,Filler_2,48,0,3.85,1.10404
51,Filler_2,48,1,2.85,-0.10541
52,Filler_2,48,0,2.47,-0.12326
53,Filler_2,48,1,1.73,0.42598
54,Filler_2,48,1,5.85,0.12958
61,Filler_2,48,0,1.73,0.18185
62,Filler_2,48,1,2.90,-0.05747
63,Filler_2,48,1,1.88,0.68227
64,Filler_2,48,1,2.56,0.17867
71,Filler_2,48,0,2.30,0.28958
72,Filler_2,48,0,3.70,0.21540
73,Filler_2,48,1,1.66,0.30508
74,Filler_2,48,1,4.45,0.78430
81,Filler_2,48,0,4.56,0.18174
82,Filler_2,48,1,5.00,0.83913
